TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country
C565615,9/5/2019,21197,Multicolour Confetti In Tube,11.94,-21,12683.0,France
C565615,9/5/2019,22976,Circus Parade Childrens Egg Cup,11.53,-1,12683.0,France
C565615,9/5/2019,22972,Children's Spaceboy Mug,11.94,-10,12683.0,France
C565615,9/5/2019,23236,Storage Tin Vintage Doily,13.21,-1,12683.0,France
C565615,9/5/2019,23249,Vintage Red Enamel Trim Plate,11.94,-6,12683.0,France
C565615,9/5/2019,22842,Biscuit Tin Vintage Red,17.17,-2,12683.0,France
C565615,9/5/2019,23348,Childrens Toy Cooking Utensil Set,12.38,-6,12683.0,France
C563109,8/12/2019,21936,Red Retrospot Picnic Bag,13.27,-4,12656.0,France
C563109,8/12/2019,20725,Lunch Bag Red Retrospot,5.97,-6,12656.0,France
C561621,7/28/2019,22797,Chest Of Drawers Gingham Heart,27.62,-2,12722.0,France
C561621,7/28/2019,85066,Cream Sweetheart Mini Chest,23.32,-1,12722.0,France
C560898,7/21/2019,22797,Chest Of Drawers Gingham Heart,27.62,-2,12722.0,France
C560898,7/21/2019,85066,Cream Sweetheart Mini Chest,23.32,-1,12722.0,France
C559049,7/5/2019,23079,Toadstool Bedside Light,19.42,-2,12494.0,France
C558575,6/30/2019,22693,Grow A Flytrap Or Sunflower In Tin,11.53,-24,12674.0,France
C557142,6/17/2019,84378,Set Of 3 Heart Cookie Cutters,11.53,-12,12678.0,France
C557142,6/17/2019,22965,3 Traditional Biscuit Cutters Set,12.4,-12,12678.0,France
C555935,6/8/2019,23232,Wrap Vintage Leaf Design,10.68,-25,12567.0,France
C555935,6/8/2019,23076,Ice Cream Sundae Lip Gloss,11.53,-24,12567.0,France
C555935,6/8/2019,23049,Recycled Acapulco Mat Red,18.71,-2,12567.0,France
C555935,6/8/2019,22705,Wrap Green Pears,10.68,-25,12567.0,France
C555935,6/8/2019,22628,Picnic Boxes Set Of 3 Retrospot,15.32,-4,12567.0,France
C555935,6/8/2019,22456,Natural Slate Chalkboard Large,15.32,-6,12567.0,France
C555935,6/8/2019,22432,Watering Can Pink Bunny,12.25,-6,12567.0,France
C555935,6/8/2019,22431,Watering Can Blue Elephant,12.25,-6,12567.0,France
C555935,6/8/2019,22328,Round Snack Boxes Set Of 4 Fruits,13.27,-6,12567.0,France
C555935,6/8/2019,21090,Set/6 Collage Paper Plates,10.65,-12,12567.0,France
C555935,6/8/2019,21084,Set/6 Collage Paper Cups,10.44,-24,12567.0,France
C555935,6/8/2019,20979,36 Pencils Tube Red Retrospot,11.53,-16,12567.0,France
C555935,6/8/2019,23208,Lunch Bag Vintage Leaf Design,5.97,-10,12567.0,France
C555935,6/8/2019,23207,Lunch Bag Alphabet Design,5.97,-10,12567.0,France
C555935,6/8/2019,23206,Lunch Bag Apple Design,5.97,-20,12567.0,France
C555935,6/8/2019,22382,Lunch Bag Spaceboy Design,5.97,-10,12567.0,France
C555935,6/8/2019,20726,Lunch Bag Woodland,5.97,-10,12567.0,France
C555100,5/31/2019,22848,Bread Bin Diner Style Pink,27.62,-1,12493.0,France
C554029,5/20/2019,22423,Regency Cakestand 3 Tier,23.32,-1,12681.0,France
C554029,5/20/2019,22303,Coffee Mug Apples Design,12.86,-2,12681.0,France
C552335,5/9/2019,22626,Black Kitchen Scales,18.96,-2,12683.0,France
C551333,4/27/2019,22320,Birds Mobile Vintage Design,16.35,-2,12681.0,France
C550365,4/18/2019,22398,Magnets Pack Of 4 Swallows,11.53,-60,12731.0,France
C549582,4/11/2019,22423,Regency Cakestand 3 Tier,23.32,-3,12656.0,France
C548564,4/1/2019,20750,Red Retrospot Mini Cases,18.4,-1,12616.0,France
C546559,3/15/2019,84978,Hanging Heart Jar T-Light Holder,11.53,-12,12727.0,France
C545997,3/8/2019,21156,Retrospot Childrens Apron,12.25,-6,12679.0,France
C545997,3/8/2019,22367,Childrens Apron Spaceboy Design,12.25,-8,12679.0,France
C545997,3/8/2019,22634,Childs Breakfast Set Spaceboy,20.45,-1,12679.0,France
C545837,3/7/2019,22181,Snowstorm Photo Frame Fridge Magnet,11.12,-24,12598.0,France
C544609,2/22/2019,85170D,Set/6 Pink Bird T-Light Candles,12.4,-3,12494.0,France
C544679,2/22/2019,22628,Picnic Boxes Set Of 3 Retrospot,15.32,-3,12616.0,France
C544679,2/22/2019,20983,12 Pencils Tall Tube Red Retrospot,11.12,-4,12616.0,France
C544422,2/18/2019,79191C,Retro Plastic Elephant Tray,11.12,-12,12553.0,France
C543834,2/14/2019,79190B,Retro Plastic Polka Tray,10.68,-15,12553.0,France
C542714,1/31/2019,21843,Red Retrospot Cake Stand,21.47,-5,12437.0,France
C542271,1/27/2019,84927E,Flowers Tile Hook,12.4,-2,12637.0,France
C542271,1/27/2019,84927D,La Palmiera Tile Hook,12.4,-2,12637.0,France
C542271,1/27/2019,21068,Vintage Billboard Love/Hate Mug,11.53,-5,12637.0,France
C542088,1/25/2019,22556,Plasters In Tin Circus Parade,11.94,-12,12553.0,France
C542089,1/25/2019,22301,Coffee Mug Cat + Bird Design,12.86,-3,12681.0,France
C542089,1/25/2019,22300,Coffee Mug Dog + Ball Design,12.86,-2,12681.0,France
C541688,1/20/2019,22423,Regency Cakestand 3 Tier,21.47,-4,12683.0,France
C540853,1/12/2019,22634,Childs Breakfast Set Spaceboy,20.45,-1,12413.0,France
C540151,1/5/2019,21843,Red Retrospot Cake Stand,21.47,-1,12494.0,France
C540156,1/5/2019,21843,Red Retrospot Cake Stand,21.47,-1,12683.0,France
C539104,12/16/2018,22662,Lunch Bag Dolly Girl Design,5.97,-3,12494.0,France
C539114,12/16/2018,22667,Recipe Box Retrospot,13.27,-3,12494.0,France
C537893,12/9/2018,22450,Silk Purse Babushka Blue,13.68,-1,12721.0,France
C537893,12/9/2018,22630,Dolly Girl Lunch Box,12.25,-2,12721.0,France
C537893,12/9/2018,22634,Childs Breakfast Set Spaceboy,20.45,-2,12721.0,France
