TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country
C564913,8/31/2019,22998,Travel Card Wallet Keep Calm,10.68,-24,12560.0,Germany
C564913,8/31/2019,84030E,English Rose Hot Water Bottle,14.61,-2,12560.0,Germany
C564913,8/31/2019,23174,Regency Sugar Bowl Green,14.5,-1,12560.0,Germany
C564913,8/31/2019,22963,Jam Jar With Green Lid,10.99,-2,12560.0,Germany
C564913,8/31/2019,22637,Piggy Bank Retrospot,12.4,-2,12560.0,Germany
C564913,8/31/2019,22960,Jam Making Set With Jars,14.61,-1,12560.0,Germany
C564104,8/23/2019,90070,Ruby Glass Cluster Bracelet,16.35,-3,12530.0,Germany
C564104,8/23/2019,23199,Jumbo Bag Apples,6.19,-10,12530.0,Germany
C564142,8/23/2019,79191C,Retro Plastic Elephant Tray,11.12,-1,12477.0,Germany
C564142,8/23/2019,22244,3 Hook Hanger Magic Garden,12.25,-1,12477.0,Germany
C564142,8/23/2019,21155,Red Retrospot Peg Bag,12.86,-1,12477.0,Germany
C563751,8/19/2019,21232,Strawberry Ceramic Trinket Pot,11.53,-4,12528.0,Germany
C563107,8/12/2019,22965,3 Traditional Biscuit Cutters Set,12.4,-12,12709.0,Germany
C563107,8/12/2019,23169,Classic Glass Cookie Jar,14.5,-1,12709.0,Germany
C563107,8/12/2019,22960,Jam Making Set With Jars,14.09,-1,12709.0,Germany
C563107,8/12/2019,21452,Toadstool Money Box,13.27,-1,12709.0,Germany
C562943,8/11/2019,23316,Red Refectory Clock,20.45,-1,12693.0,Germany
C562522,8/5/2019,22169,Family Album White Picture Frame,18.96,-1,13813.0,Germany
C562522,8/5/2019,22139,Retrospot Tea Set Ceramic 11 Pc,15.32,-1,13813.0,Germany
C562281,8/4/2019,22423,Regency Cakestand 3 Tier,23.32,-1,12476.0,Germany
C562281,8/4/2019,23020,Glass Songbird Storage Jar,23.06,-1,12476.0,Germany
C562281,8/4/2019,84663A,Grass Hopper Wooden Wall Clock,11.06,-3,12476.0,Germany
C562281,8/4/2019,22798,Antique Glass Dressing Table Pot,13.27,-3,12476.0,Germany
C562281,8/4/2019,84976,Rectangular Shaped Mirror,11.06,-2,12476.0,Germany
C561703,7/29/2019,22504,Cabin Bag Vintage Retrospot,40.95,-2,12709.0,Germany
C561703,7/29/2019,23111,Parisienne Sewing Box,23.06,-1,12709.0,Germany
C561703,7/29/2019,20685,Doormat Red Retrospot,17.17,-1,12709.0,Germany
C561703,7/29/2019,21658,Glass Beurre Dish,13.72,-1,12709.0,Germany
C561328,7/26/2019,22423,Regency Cakestand 3 Tier,21.47,-3,12471.0,Germany
C561328,7/26/2019,22649,Strawberry Fairy Cake Teapot,15.32,-1,12471.0,Germany
C561358,7/26/2019,20977,36 Pencils Tube Woodland,11.53,-32,12626.0,Germany
C561358,7/26/2019,22303,Coffee Mug Apples Design,12.4,-1,12626.0,Germany
C561358,7/26/2019,22634,Childs Breakfast Set Spaceboy,18.96,-8,12626.0,Germany
C560474,7/19/2019,21429,Red Gingham Rose Jewellery Box,12.25,-2,12705.0,Germany
C560564,7/19/2019,22326,Round Snack Boxes Set Of4 Woodland,13.27,-1,12468.0,Germany
C560564,7/19/2019,22352,Lunch Box With Cutlery Retrospot,12.86,-1,12468.0,Germany
C559953,7/14/2019,23169,Classic Glass Cookie Jar,14.5,-3,13815.0,Germany
C559189,7/7/2019,22232,Jigsaw Toadstools 3 Piece,10.85,-16,12626.0,Germany
C559189,7/7/2019,22028,Penny Farthing Birthday Card,10.68,-12,12626.0,Germany
C559253,7/7/2019,23237,Set Of 4 Knick Knack Tins Leaf,14.5,-1,12472.0,Germany
C559253,7/7/2019,23236,Storage Tin Vintage Doily,13.21,-1,12472.0,Germany
C559253,7/7/2019,22556,Plasters In Tin Circus Parade,11.94,-1,12472.0,Germany
C559253,7/7/2019,22467,Gumball Coat Rack,12.86,-2,12472.0,Germany
C559253,7/7/2019,22430,Enamel Watering Can Cream,15.32,-1,12472.0,Germany
C559253,7/7/2019,22333,Retrospot Party Bag + Sticker Set,11.94,-1,12472.0,Germany
C559253,7/7/2019,22326,Round Snack Boxes Set Of4 Woodland,13.27,-1,12472.0,Germany
C559253,7/7/2019,21671,Red Spot Ceramic Drawer Knob,11.53,-2,12472.0,Germany
C559253,7/7/2019,21669,Blue Stripe Ceramic Drawer Knob,11.53,-1,12472.0,Germany
C558727,7/1/2019,22423,Regency Cakestand 3 Tier,21.47,-1,12709.0,Germany
C558727,7/1/2019,22605,Wooden Croquet Garden Set,21.47,-1,12709.0,Germany
C558727,7/1/2019,22333,Retrospot Party Bag + Sticker Set,11.94,-1,12709.0,Germany
C558727,7/1/2019,21658,Glass Beurre Dish,13.72,-2,12709.0,Germany
C558727,7/1/2019,20914,Set/5 Red Retrospot Lid Glass Bowls,12.86,-1,12709.0,Germany
C558727,7/1/2019,23168,Classic Cafe Sugar Dispenser,11.53,-1,12709.0,Germany
C557405,6/20/2019,23245,Set Of 3 Regency Cake Tins,15.32,-1,12708.0,Germany
C557405,6/20/2019,23243,Set Of Tea Coffee Sugar Tins Pantry,15.32,-3,12708.0,Germany
C557405,6/20/2019,23240,Set Of 4 Knick Knack Tins Doily,14.5,-3,12708.0,Germany
C557405,6/20/2019,23236,Storage Tin Vintage Doily,13.21,-1,12708.0,Germany
C557408,6/20/2019,79191C,Retro Plastic Elephant Tray,11.12,-12,12621.0,Germany
C556957,6/16/2019,22467,Gumball Coat Rack,12.4,-2,12705.0,Germany
C555881,6/7/2019,22556,Plasters In Tin Circus Parade,11.94,-1,12473.0,Germany
C555881,6/7/2019,22328,Round Snack Boxes Set Of 4 Fruits,13.27,-1,12473.0,Germany
C555881,6/7/2019,21918,Set 12 Kids Colour Chalk Sticks,10.68,-3,12473.0,Germany
C555881,6/7/2019,21498,Red Retrospot Wrap,10.68,-25,12473.0,Germany
C555881,6/7/2019,20981,12 Pencils Tall Tube Woodland,11.12,-4,12473.0,Germany
C555881,6/7/2019,22704,Wrap Red Apples,10.68,-25,12473.0,Germany
C555881,6/7/2019,22907,Pack Of 20 Napkins Pantry Design,11.12,-12,12473.0,Germany
C555600,6/6/2019,23204,Charlotte Bag Apples Design,11.12,-3,12633.0,Germany
C555600,6/6/2019,23200,Jumbo Bag Pears,6.19,-10,12633.0,Germany
C555346,6/2/2019,22636,Childs Breakfast Set Circus Parade,18.96,-1,12710.0,Germany
C555366,6/2/2019,22355,Charlotte Bag Suki Design,10.99,-2,12590.0,Germany
C555366,6/2/2019,20723,Strawberry Charlotte Bag,10.99,-2,12590.0,Germany
C555346,6/2/2019,22634,Childs Breakfast Set Spaceboy,20.45,-1,12710.0,Germany
C555273,6/1/2019,21535,Red Retrospot Small Milk Jug,12.86,-2,12708.0,Germany
C555273,6/1/2019,21531,Red Retrospot Sugar Jam Bowl,12.86,-1,12708.0,Germany
C555273,6/1/2019,22328,Round Snack Boxes Set Of 4 Fruits,13.27,-2,12708.0,Germany
C555273,6/1/2019,22326,Round Snack Boxes Set Of4 Woodland,13.27,-3,12708.0,Germany
C555013,5/31/2019,23112,Parisienne Curio Cabinet,17.94,-1,12601.0,Germany
C554266,5/23/2019,23126,Feltcraft Girl Amelie Kit,15.32,-1,12474.0,Germany
C554266,5/23/2019,22431,Watering Can Blue Elephant,12.25,-1,12474.0,Germany
C554266,5/23/2019,22433,Watering Can Green Dinosaur,12.25,-1,12474.0,Germany
C554266,5/23/2019,22244,3 Hook Hanger Magic Garden,12.25,-5,12474.0,Germany
C554266,5/23/2019,23199,Jumbo Bag Apples,6.19,-2,12474.0,Germany
C554336,5/23/2019,23126,Feltcraft Girl Amelie Kit,15.32,-1,12474.0,Germany
C554336,5/23/2019,22431,Watering Can Blue Elephant,12.25,-1,12474.0,Germany
C554336,5/23/2019,22433,Watering Can Green Dinosaur,12.25,-1,12474.0,Germany
C554336,5/23/2019,23199,Jumbo Bag Apples,6.19,-2,12474.0,Germany
C553924,5/20/2019,22849,Bread Bin Diner Style Mint,25.57,-1,12476.0,Germany
C553924,5/20/2019,22847,Bread Bin Diner Style Ivory,25.57,-1,12476.0,Germany
C553840,5/19/2019,22423,Regency Cakestand 3 Tier,21.47,-2,12471.0,Germany
C552722,5/11/2019,22962,Jam Jar With Pink Lid,11.12,-7,12720.0,Germany
C552406,5/9/2019,22605,Wooden Croquet Garden Set,21.47,-2,12709.0,Germany
C552406,5/9/2019,21658,Glass Beurre Dish,13.72,-2,12709.0,Germany
C552406,5/9/2019,22467,Gumball Coat Rack,12.4,-3,12709.0,Germany
C552406,5/9/2019,22625,Red Kitchen Scales,18.09,-1,12709.0,Germany
C552043,5/6/2019,22467,Gumball Coat Rack,12.86,-2,12476.0,Germany
C551588,5/3/2019,22963,Jam Jar With Green Lid,11.12,-2,12708.0,Germany
C551588,5/3/2019,22962,Jam Jar With Pink Lid,11.12,-3,12708.0,Germany
C551588,5/3/2019,22326,Round Snack Boxes Set Of4 Woodland,13.27,-3,12708.0,Germany
C551018,4/26/2019,22328,Round Snack Boxes Set Of 4 Fruits,13.27,-1,12705.0,Germany
C551018,4/26/2019,22667,Recipe Box Retrospot,13.27,-6,12705.0,Germany
C551018,4/26/2019,22467,Gumball Coat Rack,12.86,-2,12705.0,Germany
C551018,4/26/2019,22355,Charlotte Bag Suki Design,11.12,-1,12705.0,Germany
C551018,4/26/2019,21426,Woodland Storage Box Small,12.4,-1,12705.0,Germany
C551018,4/26/2019,21424,Woodland Storage Box Large,13.27,-1,12705.0,Germany
C551018,4/26/2019,21238,Red Retrospot Cup,11.12,-1,12705.0,Germany
C551018,4/26/2019,20719,Woodland Charlotte Bag,11.12,-1,12705.0,Germany
C551018,4/26/2019,20712,Jumbo Bag Woodland Animals,6.13,-2,12705.0,Germany
C550611,4/19/2019,22060,Large Cake Stand Hanging Hearts,14.3,-6,12569.0,Germany
C550171,4/14/2019,20971,Pink Blue Felt Craft Trinket Box,11.53,-1,12585.0,Germany
C549438,4/8/2019,23183,Mother's Kitchen Spoon Rest,14.09,-1,12471.0,Germany
C549438,4/8/2019,23155,Knickerbockerglory Magnet Assorted,11.1,-2,12471.0,Germany
C549098,4/6/2019,21399,Blue Polkadot Coffee Mug,10.65,-14,12481.0,Germany
C549019,4/5/2019,22236,Cake Stand 3 Tier Magic Garden,23.32,-1,12474.0,Germany
C548915,4/5/2019,22993,Set Of 4 Pantry Jelly Moulds,11.53,-12,12668.0,Germany
C548915,4/5/2019,22329,Round Container Set Of 5 Retrospot,11.94,-12,12668.0,Germany
C549019,4/5/2019,22467,Gumball Coat Rack,12.86,-1,12474.0,Germany
C549019,4/5/2019,22258,Felt Farm Animal Rabbit,11.53,-1,12474.0,Germany
C549019,4/5/2019,22233,Jigsaw Rabbit And Birdhouse,11.94,-2,12474.0,Germany
C549019,4/5/2019,22230,Jigsaw Tree With Watering Can,11.12,-2,12474.0,Germany
C548356,3/30/2019,22423,Regency Cakestand 3 Tier,23.32,-1,12472.0,Germany
C548356,3/30/2019,22467,Gumball Coat Rack,12.86,-9,12472.0,Germany
C548356,3/30/2019,22326,Round Snack Boxes Set Of4 Woodland,13.27,-1,12472.0,Germany
C548356,3/30/2019,22444,Grow Your Own Plant In A Can,11.53,-3,12472.0,Germany
C548356,3/30/2019,21731,Red Toadstool Led Night Light,11.94,-2,12472.0,Germany
C548356,3/30/2019,21559,Strawberry Lunch Box With Cutlery,12.86,-3,12472.0,Germany
C548356,3/30/2019,21383,Pack Of 12 Sticky Bunnies,10.92,-2,12472.0,Germany
C547968,3/28/2019,22859,Easter Tin Bunny Bouquet,11.94,-1,12471.0,Germany
C547968,3/28/2019,84228,Hen House With Chick Standing,10.68,-1,12471.0,Germany
C547849,3/27/2019,21232,Strawberry Ceramic Trinket Pot,11.53,-3,12471.0,Germany
C547806,3/25/2019,22720,Set Of 3 Cake Tins Pantry Design,15.32,-1,12528.0,Germany
C547806,3/25/2019,21232,Strawberry Ceramic Trinket Pot,11.53,-1,12528.0,Germany
C547581,3/24/2019,22236,Cake Stand 3 Tier Magic Garden,23.32,-1,12474.0,Germany
C547581,3/24/2019,22367,Childrens Apron Spaceboy Design,12.25,-1,12474.0,Germany
C547581,3/24/2019,22554,Plasters In Tin Woodland Animals,11.94,-1,12474.0,Germany
C547581,3/24/2019,21561,Dinosaur Lunch Box With Cutlery,12.86,-1,12474.0,Germany
C547582,3/24/2019,23194,Gymkhana Treasure Book Box,12.56,-3,12474.0,Germany
C547582,3/24/2019,23177,Treasure Island Book Box,12.56,-2,12474.0,Germany
C547594,3/24/2019,22978,Pantry Rolling Pin,14.09,-4,12693.0,Germany
C546886,3/17/2019,22423,Regency Cakestand 3 Tier,23.32,-2,12520.0,Germany
C546886,3/17/2019,21843,Red Retrospot Cake Stand,21.47,-1,12520.0,Germany
C546886,3/17/2019,84461,12 Pink Hen+Chicks In Basket,12.86,-6,12520.0,Germany
C546507,3/14/2019,22914,Blue Coat Rack Paris Fashion,15.32,-1,12712.0,Germany
C546507,3/14/2019,22171,3 Hook Photo Shelf Antique White,18.96,-4,12712.0,Germany
C546507,3/14/2019,82494L,Wooden Frame Antique White,13.27,-2,12712.0,Germany
C546320,3/11/2019,22467,Gumball Coat Rack,12.86,-3,12708.0,Germany
C546320,3/11/2019,22243,5 Hook Hanger Red Magic Toadstool,11.94,-4,12708.0,Germany
C544570,2/21/2019,22625,Red Kitchen Scales,18.96,-2,12471.0,Germany
C543830,2/14/2019,22847,Bread Bin Diner Style Ivory,27.62,-1,12476.0,Germany
C543830,2/14/2019,22328,Round Snack Boxes Set Of 4 Fruits,13.27,-2,12476.0,Germany
C543830,2/14/2019,22720,Set Of 3 Cake Tins Pantry Design,15.32,-2,12476.0,Germany
C543661,2/11/2019,22423,Regency Cakestand 3 Tier,21.47,-7,12471.0,Germany
C543661,2/11/2019,22752,Set 7 Babushka Nesting Boxes,18.96,-1,12471.0,Germany
C543661,2/11/2019,22720,Set Of 3 Cake Tins Pantry Design,15.32,-3,12471.0,Germany
C543661,2/11/2019,22649,Strawberry Fairy Cake Teapot,15.32,-4,12471.0,Germany
C543661,2/11/2019,21232,Strawberry Ceramic Trinket Pot,11.53,-2,12471.0,Germany
C543661,2/11/2019,21231,Sweetheart Ceramic Trinket Box,11.53,-2,12471.0,Germany
C543469,2/8/2019,22503,Cabin Bag Vintage Paisley,23.32,-1,12709.0,Germany
C543469,2/8/2019,22504,Cabin Bag Vintage Retrospot,23.32,-1,12709.0,Germany
C543469,2/8/2019,21258,Victorian Sewing Box Large,21.47,-1,12709.0,Germany
C543469,2/8/2019,22423,Regency Cakestand 3 Tier,21.47,-2,12709.0,Germany
C543431,2/8/2019,21559,Strawberry Lunch Box With Cutlery,12.86,-1,12474.0,Germany
C543431,2/8/2019,22090,Paper Bunting Retrospot,13.27,-1,12474.0,Germany
C543431,2/8/2019,22551,Plasters In Tin Spaceboy,11.94,-1,12474.0,Germany
C543431,2/8/2019,22212,Four Hook White Lovebirds,12.4,-1,12474.0,Germany
C543445,2/8/2019,90098,Necklace+Bracelet Pink Butterfly,12.86,-6,12662.0,Germany
