TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country
C580954,12/6/2019,22333,Retrospot Party Bag + Sticker Set,6.19,-32,12967.0,United Kingdom
C580954,12/6/2019,22276,Wash Bag Vintage Rose Paisley,6.19,-6,12967.0,United Kingdom
C580954,12/6/2019,22128,Party Cones Candy Assorted,6.19,-42,12967.0,United Kingdom
C580954,12/6/2019,22111,Scottie Dog Hot Water Bottle,6.19,-4,12967.0,United Kingdom
C580954,12/6/2019,21429,Red Gingham Rose Jewellery Box,6.19,-25,12967.0,United Kingdom
C580954,12/6/2019,21428,Set3 Book Box Green Gingham Flower,7.24,-25,12967.0,United Kingdom
C580954,12/6/2019,21242,Red Retrospot Plate,7.24,-5,12967.0,United Kingdom
C580954,12/6/2019,21238,Red Retrospot Cup,7.24,-16,12967.0,United Kingdom
C580954,12/6/2019,20682,Red Retrospot Childrens Umbrella,7.24,-15,12967.0,United Kingdom
C580954,12/6/2019,84997D,Childrens Cutlery Polkadot Pink,7.24,-4,12967.0,United Kingdom
C580954,12/6/2019,84997C,Childrens Cutlery Polkadot Blue,7.24,-5,12967.0,United Kingdom
C580954,12/6/2019,84997B,Childrens Cutlery Retrospot Red,7.24,-6,12967.0,United Kingdom
C580954,12/6/2019,84997A,Childrens Cutlery Polkadot Green,7.24,-9,12967.0,United Kingdom
C580966,12/6/2019,23212,Heart Wreath Decoration With Bell,7.24,-12,16554.0,United Kingdom
C580966,12/6/2019,22130,Party Cone Christmas Decoration,7.24,-1,16554.0,United Kingdom
C580966,12/6/2019,23108,Set Of 10 Led Dolly Lights,7.24,-2,16554.0,United Kingdom
C580966,12/6/2019,23103,Jingle Bell Heart Decoration,7.24,-24,16554.0,United Kingdom
C580966,12/6/2019,23083,Set 6 Paper Table Lantern Stars,7.24,-3,16554.0,United Kingdom
C580966,12/6/2019,22602,Retrospot Wooden Heart Decoration,7.24,-4,16554.0,United Kingdom
C580966,12/6/2019,22600,Christmas Retrospot Star Wood,7.24,-4,16554.0,United Kingdom
C580966,12/6/2019,22577,Wooden Heart Christmas Scandinavian,7.24,-5,16554.0,United Kingdom
C580966,12/6/2019,22469,Heart Of Wicker Small,7.24,-4,16554.0,United Kingdom
C580966,12/6/2019,21314,Small Glass Heart Trinket Pot,7.24,-4,16554.0,United Kingdom
C580968,12/6/2019,23542,Wall Art 70'S Alphabet,7.24,-2,15622.0,United Kingdom
C580968,12/6/2019,23536,Wall Art Village Show,7.24,-4,15622.0,United Kingdom
C580968,12/6/2019,23534,Wall Art Stop For Tea,7.24,-4,15622.0,United Kingdom
C580968,12/6/2019,23534,Wall Art Stop For Tea,7.24,-3,15622.0,United Kingdom
C580968,12/6/2019,23527,Wall Art Animals And Nature,6.19,-6,15622.0,United Kingdom
C580968,12/6/2019,23526,Wall Art Dog Licence,6.19,-4,15622.0,United Kingdom
C580968,12/6/2019,23525,Wall Art Buffalo Bill,6.19,-6,15622.0,United Kingdom
C580968,12/6/2019,23524,Wall Art Horse & Pony,6.19,-6,15622.0,United Kingdom
C580968,12/6/2019,23523,Wall Art Treasure Ahoy,6.19,-6,15622.0,United Kingdom
C580968,12/6/2019,23485,Botanical Gardens Wall Clock,6.19,-1,15622.0,United Kingdom
C580968,12/6/2019,23382,Box Of 6 Christmas Cake Decorations,6.19,-12,15622.0,United Kingdom
C580968,12/6/2019,23284,Doormat Keep Calm And Come In,6.19,-2,15622.0,United Kingdom
C580968,12/6/2019,23582,Vintage Doily Jumbo Bag Red,7.24,-20,15622.0,United Kingdom
C580968,12/6/2019,23581,Jumbo Bag Paisley Park,7.24,-20,15622.0,United Kingdom
C580968,12/6/2019,23583,Lunch Bag Paisley Park,7.24,-10,15622.0,United Kingdom
C580970,12/6/2019,22946,Wooden Advent Calendar Cream,6.19,-6,15814.0,United Kingdom
C580971,12/6/2019,90058B,Crystal Stud Earrings Assorted Col,6.19,-36,14298.0,United Kingdom
C580971,12/6/2019,90058A,Crystal Stud Earrings Clear Display,6.19,-36,14298.0,United Kingdom
C580971,12/6/2019,22313,Office Mug Warmer Pink,6.19,-250,14298.0,United Kingdom
C580989,12/6/2019,22331,Woodland Party Bag + Sticker Set,6.19,-1,12709.0,Germany
C580597,12/5/2019,23302,Kneeling Mat Housework Design,6.19,-6,16360.0,United Kingdom
C580597,12/5/2019,22197,Popcorn Holder,6.19,-1,16360.0,United Kingdom
C580641,12/5/2019,71477,Coloured Glass Star T-Light Holder,6.19,-14,15621.0,United Kingdom
C580649,12/5/2019,22666,Recipe Box Pantry Yellow Design,6.19,-1,14777.0,United Kingdom
C580686,12/5/2019,22960,Jam Making Set With Jars,6.19,-1,15984.0,United Kingdom
C580686,12/5/2019,22963,Jam Jar With Green Lid,6.19,-6,15984.0,United Kingdom
C580686,12/5/2019,22358,Kings Choice Tea Caddy,6.19,-1,15984.0,United Kingdom
C580686,12/5/2019,22488,Natural Slate Rectangle Chalkboard,6.19,-1,15984.0,United Kingdom
C580686,12/5/2019,22842,Biscuit Tin Vintage Red,6.19,-1,15984.0,United Kingdom
C580698,12/5/2019,22993,Set Of 4 Pantry Jelly Moulds,6.19,-12,17426.0,United Kingdom
C580701,12/5/2019,23243,Set Of Tea Coffee Sugar Tins Pantry,6.19,-3,14793.0,United Kingdom
C580702,12/5/2019,23494,Vintage Doily Deluxe Sewing Kit,6.19,-40,17404.0,Sweden
C580703,12/5/2019,22424,Enamel Bread Bin Cream,6.19,-2,16705.0,United Kingdom
C580703,12/5/2019,22725,Alarm Clock Bakelike Chocolate,6.19,-1,16705.0,United Kingdom
C580707,12/5/2019,23661,Milk Maids Mug,6.19,-6,12957.0,United Kingdom
C580708,12/5/2019,84946,Antique Silver T-Light Glass,6.19,-12,14546.0,United Kingdom
C580710,12/5/2019,20802,Small Glass Sundae Dish Clear,6.19,-3,14198.0,United Kingdom
C580710,12/5/2019,23175,Regency Milk Jug Pink,6.04,-1,14198.0,United Kingdom
C580711,12/5/2019,85066,Cream Sweetheart Mini Chest,6.19,-1,16057.0,United Kingdom
C580711,12/5/2019,23407,Set Of 2 Trays Home Sweet Home,6.19,-2,16057.0,United Kingdom
C580711,12/5/2019,23243,Set Of Tea Coffee Sugar Tins Pantry,6.19,-1,16057.0,United Kingdom
C580714,12/5/2019,22720,Set Of 3 Cake Tins Pantry Design,6.19,-2,12479.0,Germany
C580714,12/5/2019,20979,36 Pencils Tube Red Retrospot,6.19,-4,12479.0,Germany
C580392,12/4/2019,84247E,Pack Of 12 Christmas Fun Cards,6.19,-12,16283.0,United Kingdom
C580507,12/4/2019,22423,Regency Cakestand 3 Tier,6.19,-1,15867.0,United Kingdom
C580507,12/4/2019,72351B,Set/6 Pink Butterfly T-Lights,6.19,-1,15867.0,United Kingdom
C580522,12/4/2019,23075,Parlour Ceramic Wall Hook,6.19,-1,13435.0,United Kingdom
C580165,12/2/2019,22797,Chest Of Drawers Gingham Heart,6.19,-2,12359.0,Cyprus
C580165,12/2/2019,23245,Set Of 3 Regency Cake Tins,6.19,-2,12359.0,Cyprus
C580165,12/2/2019,22826,Love Seat Antique White Metal,6.19,-1,12359.0,Cyprus
C580165,12/2/2019,22720,Set Of 3 Cake Tins Pantry Design,6.19,-1,12359.0,Cyprus
C580168,12/2/2019,22628,Picnic Boxes Set Of 3 Retrospot,6.19,-1,12465.0,Belgium
C580168,12/2/2019,22321,Bird Decoration Red Retrospot,6.19,-1,12465.0,Belgium
C580168,12/2/2019,22601,Christmas Retrospot Angel Wood,6.19,-1,12465.0,Belgium
C580168,12/2/2019,22329,Round Container Set Of 5 Retrospot,6.19,-1,12465.0,Belgium
C580171,12/2/2019,23108,Set Of 10 Led Dolly Lights,6.04,-24,17949.0,United Kingdom
C580174,12/2/2019,20961,Strawberry Bath Sponge,6.04,-50,14126.0,United Kingdom
C580179,12/2/2019,22974,Childrens Dolly Girl Mug,6.04,-2,13352.0,United Kingdom
C580179,12/2/2019,22972,Children's Spaceboy Mug,6.04,-1,13352.0,United Kingdom
C580179,12/2/2019,21231,Sweetheart Ceramic Trinket Box,6.19,-3,13352.0,United Kingdom
C580180,12/2/2019,23348,Childrens Toy Cooking Utensil Set,6.19,-3,14688.0,United Kingdom
C580180,12/2/2019,22381,Toy Tidy Pink Polkadot,6.19,-1,14688.0,United Kingdom
C580180,12/2/2019,22379,Recycling Bag Retrospot,6.19,-8,14688.0,United Kingdom
C580263,12/2/2019,70007,Hi Tec Alpine Hand Warmer,6.19,-12,12536.0,France
C580263,12/2/2019,85175,Cacti T-Light Candles,6.19,-16,12536.0,France
C580263,12/2/2019,84821,Danish Rose Deluxe Coaster,6.19,-12,12536.0,France
C580263,12/2/2019,84819,Danish Rose Round Sewing Box,6.19,-3,12536.0,France
C580263,12/2/2019,84817,Danish Rose Decorative Plate,6.19,-12,12536.0,France
C580263,12/2/2019,72586,Set Of 6 Halloween Ghost T-Lights,6.19,-36,12536.0,France
C580263,12/2/2019,22232,Jigsaw Toadstools 3 Piece,6.19,-16,12536.0,France
C580263,12/2/2019,21934,Skull Shoulder Bag,6.19,-10,12536.0,France
C580263,12/2/2019,21872,Glamorous Mug,6.19,-12,12536.0,France
C580312,12/2/2019,23544,Wall Art Mid Century Modern,6.19,-1,13969.0,United Kingdom
C580312,12/2/2019,22598,Christmas Musical Zinc Tree,6.19,-6,13969.0,United Kingdom
C580312,12/2/2019,22597,Musical Zinc Heart Decoration,6.19,-10,13969.0,United Kingdom
C580312,12/2/2019,22338,Star Decoration Painted Zinc,6.19,-18,13969.0,United Kingdom
C580312,12/2/2019,21810,Christmas Hanging Star With Bell,6.19,-11,13969.0,United Kingdom
C580312,12/2/2019,22340,Noel Garland Painted Zinc,6.19,-12,13969.0,United Kingdom
C580313,12/2/2019,37450,Ceramic Cake Bowl + Hanging Cakes,6.19,-1,12668.0,Germany
C580313,12/2/2019,22649,Strawberry Fairy Cake Teapot,6.19,-3,12668.0,Germany
C580313,12/2/2019,22419,Lipstick Pen Red,6.19,-6,12668.0,Germany
C580313,12/2/2019,22303,Coffee Mug Apples Design,7.24,-2,12668.0,Germany
C580313,12/2/2019,21232,Strawberry Ceramic Trinket Pot,7.24,-3,12668.0,Germany
C579889,12/1/2019,23245,Set Of 3 Regency Cake Tins,6.19,-8,13853.0,United Kingdom
C579890,12/1/2019,84947,Antique Silver Tea Glass Engraved,6.19,-1,15197.0,United Kingdom
C579890,12/1/2019,84945,Multi Colour Silver T-Light Holder,6.19,-2,15197.0,United Kingdom
C579890,12/1/2019,23374,Red Spot Paper Gift Bag,6.19,-1,15197.0,United Kingdom
C579891,12/1/2019,23485,Botanical Gardens Wall Clock,7.24,-1,13644.0,United Kingdom
C579891,12/1/2019,23186,French Style Storage Jar Cafe,6.39,-6,13644.0,United Kingdom
C579892,12/1/2019,23461,Sweetheart Bird House,7.24,-4,13310.0,United Kingdom
C579893,12/1/2019,37449,Ceramic Cake Stand + Hanging Cakes,7.24,-2,13468.0,United Kingdom
C579894,12/1/2019,23012,Glass Apothecary Bottle Perfume,7.24,-1,13098.0,United Kingdom
C579894,12/1/2019,23568,Egg Cup Henrietta Hen Cream,7.24,-1,13098.0,United Kingdom
C579894,12/1/2019,23319,Box Of 6 Mini 50'S Crackers,6.19,-6,13098.0,United Kingdom
C579895,12/1/2019,23374,Red Spot Paper Gift Bag,6.19,-5,14329.0,United Kingdom
C579896,12/1/2019,23456,Medium Parlour Picture Frame,6.19,-2,13971.0,United Kingdom
C579897,12/1/2019,23382,Box Of 6 Christmas Cake Decorations,6.19,-2,17636.0,United Kingdom
C579897,12/1/2019,23256,Childrens Cutlery Spaceboy,6.19,-1,17636.0,United Kingdom
C579897,12/1/2019,22470,Heart Of Wicker Large,6.19,-2,17636.0,United Kingdom
C579897,12/1/2019,23203,Jumbo Bag Vintage Doily,6.19,-1,17636.0,United Kingdom
C579898,12/1/2019,22153,Angel Decoration Stars On Dress,6.19,-1,14299.0,United Kingdom
C579898,12/1/2019,22969,Homemade Jam Scented Candles,6.19,-1,14299.0,United Kingdom
C579902,12/1/2019,23169,Classic Glass Cookie Jar,6.04,-1,13365.0,United Kingdom
C579902,12/1/2019,23165,Large Ceramic Top Storage Jar,6.04,-2,13365.0,United Kingdom
C579902,12/1/2019,22623,Box Of Vintage Jigsaw Blocks,6.04,-3,13365.0,United Kingdom
C579902,12/1/2019,22666,Recipe Box Pantry Yellow Design,6.04,-3,13365.0,United Kingdom
C579903,12/1/2019,85159B,White Tea Coffee Sugar Jars,6.19,-7,18130.0,United Kingdom
C579904,12/1/2019,85066,Cream Sweetheart Mini Chest,6.19,-2,17049.0,United Kingdom
C579904,12/1/2019,82486,3 Drawer Antique White Wood Cabinet,6.19,-2,17049.0,United Kingdom
