TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country
C572120,10/20/2019,22169,Family Album White Picture Frame,18.96,-1,14911.0,EIRE
C572120,10/20/2019,21181,Please One Person Metal Sign,12.4,-6,14911.0,EIRE
C572120,10/20/2019,21169,You're Confusing Me Metal Sign,11.98,-1,14911.0,EIRE
C572120,10/20/2019,21907,I'm On Holiday Metal Sign,12.4,-1,14911.0,EIRE
C572120,10/20/2019,21166,Cook With Wine Metal Sign,12.38,-7,14911.0,EIRE
C572120,10/20/2019,22412,Metal Sign Neighbourhood Witch,12.4,-2,14911.0,EIRE
C572120,10/20/2019,21175,Gin And Tonic Diet Metal Sign,12.86,-1,14911.0,EIRE
C570831,10/12/2019,23064,Cinderella Chandelier,61.45,-2,14911.0,EIRE
C570831,10/12/2019,84616,Silver Roccoco Chandelier,40.95,-2,14911.0,EIRE
C570828,10/12/2019,90059C,Diamante Hair Grip Pack/2 Montana,11.94,-6,14911.0,EIRE
C570828,10/12/2019,90059B,Diamante Hair Grip Pack/2 Black Dia,11.94,-6,14911.0,EIRE
C570828,10/12/2019,90059A,Diamante Hair Grip Pack/2 Crystal,11.94,-6,14911.0,EIRE
C570828,10/12/2019,90022,Edwardian Drop Earrings Jet Black,14.09,-4,14911.0,EIRE
C570828,10/12/2019,90018C,Silver Black Orbit Drop Earrings,14.61,-1,14911.0,EIRE
C570828,10/12/2019,90018A,Silver Mop Orbit Drop Earrings,14.61,-1,14911.0,EIRE
C570828,10/12/2019,90013A,Midnight Blue Vintage Earrings,14.09,-8,14911.0,EIRE
C570828,10/12/2019,90003E,Green Pair Heart Hair Slides,14.09,-4,14911.0,EIRE
C570828,10/12/2019,90003D,Crystal Pair Heart Hair Slides,14.09,-4,14911.0,EIRE
C570828,10/12/2019,90003C,Midnight Blue Pair Heart Hair Slide,14.09,-4,14911.0,EIRE
C570828,10/12/2019,90003B,Rose Colour Pair Heart Hair Slides,14.09,-4,14911.0,EIRE
C570828,10/12/2019,90209C,Pink Enamel+Glass Hair Comb,12.4,-3,14911.0,EIRE
C570828,10/12/2019,90209A,Purple Enamel+Glass Hair Comb,12.4,-6,14911.0,EIRE
C570828,10/12/2019,90208,Pair Of Pink Flower Cluster Slide,12.86,-6,14911.0,EIRE
C570828,10/12/2019,90204,Pair Of Enamel Butterfly Hairclip,13.68,-4,14911.0,EIRE
C570828,10/12/2019,90202D,Pink Enamel Flower Hair Tie,13.27,-6,14911.0,EIRE
C570828,10/12/2019,90202C,Green Enamel Flower Hair Tie,13.27,-6,14911.0,EIRE
C570828,10/12/2019,90202B,White Enamel Flower Hair Tie,13.27,-6,14911.0,EIRE
C570828,10/12/2019,90202A,Purple Enamel Flower Hair Tie,13.27,-6,14911.0,EIRE
C570828,10/12/2019,90192,Jade Drop Earrings W Filigree,15.32,-2,14911.0,EIRE
C570828,10/12/2019,90185C,Black Diamante Expandable Ring,14.61,-6,14911.0,EIRE
C570828,10/12/2019,90185B,Amethyst Diamante Expandable Ring,14.61,-6,14911.0,EIRE
C570828,10/12/2019,90185A,Amber Diamante Expandable Ring,14.61,-6,14911.0,EIRE
C570828,10/12/2019,90183A,Amber Drop Earrings W Long Beads,13.27,-6,14911.0,EIRE
C570828,10/12/2019,90182C,Black 3 Bead Drop Earrings,13.27,-6,14911.0,EIRE
C570828,10/12/2019,90177E,Drop Diamante Earrings Green,13.27,-6,14911.0,EIRE
C570828,10/12/2019,90177D,Drop Diamante Earrings Purple,13.27,-6,14911.0,EIRE
C570828,10/12/2019,90177C,Drop Diamante Earrings Crystal,13.27,-6,14911.0,EIRE
C570828,10/12/2019,90177A,Classic Diamante Earrings Jet,13.27,-6,14911.0,EIRE
C570828,10/12/2019,90174,Butterfly Hair Band,12.86,-6,14911.0,EIRE
C570828,10/12/2019,90170,Daisy Hair Band,11.94,-12,14911.0,EIRE
C570828,10/12/2019,90169,Daisy Hair Comb,12.86,-6,14911.0,EIRE
C570828,10/12/2019,90168,2 Daisies Hair Comb,13.27,-6,14911.0,EIRE
C570828,10/12/2019,90118,Pink Daisy Bag Charm,12.86,-6,14911.0,EIRE
C570828,10/12/2019,90108,Blue Blossom Hair Clip,11.33,-10,14911.0,EIRE
C570828,10/12/2019,90101,White Frangipani Necklace,12.86,-6,14911.0,EIRE
C570828,10/12/2019,90059F,Diamante Hair Grip Pack/2 Lt Rose,11.94,-6,14911.0,EIRE
C570828,10/12/2019,90059E,Diamante Hair Grip Pack/2 Ruby,11.94,-6,14911.0,EIRE
C570828,10/12/2019,90059D,Diamante Hair Grip Pack/2 Peridot,11.94,-6,14911.0,EIRE
C570831,10/12/2019,90024B,New Baroque B'fly Necklace Red,18.96,-2,14911.0,EIRE
C570831,10/12/2019,22796,Photo Frame 3 Classic Hanging,20.45,-2,14911.0,EIRE
C570484,10/10/2019,22576,Swallow Wooden Christmas Decoration,11.12,-6,14911.0,EIRE
C570484,10/10/2019,21696,Small Silver Trellis Candlepot,13.27,-12,14911.0,EIRE
C569114,9/30/2019,22423,Regency Cakestand 3 Tier,23.32,-1,14911.0,EIRE
C569114,9/30/2019,22832,Brocante Shelf With Hooks,21.27,-2,14911.0,EIRE
C569114,9/30/2019,23171,Regency Tea Plate Green,11.94,-3,14911.0,EIRE
C569114,9/30/2019,23172,Regency Tea Plate Pink,11.94,-2,14911.0,EIRE
C569114,9/30/2019,23170,Regency Tea Plate Roses,11.94,-1,14911.0,EIRE
C569114,9/30/2019,22698,Pink Regency Teacup And Saucer,13.27,-1,14911.0,EIRE
C569114,9/30/2019,22699,Roses Regency Teacup And Saucer,13.27,-2,14911.0,EIRE
C569114,9/30/2019,22601,Christmas Retrospot Angel Wood,11.12,-2,14911.0,EIRE
C569114,9/30/2019,22494,Emergency First Aid Tin,11.53,-7,14911.0,EIRE
C569114,9/30/2019,22197,Popcorn Holder,11.12,-1,14911.0,EIRE
C569138,9/30/2019,23118,Parisienne Jewellery Drawer,17.94,-1,14911.0,EIRE
C569114,9/30/2019,22607,Wooden Rounders Garden Set,20.45,-1,14911.0,EIRE
C569114,9/30/2019,22487,White Wood Garden Plant Ladder,20.45,-1,14911.0,EIRE
C568664,9/28/2019,85048,15cm Christmas Glass Ball 20 Lights,18.4,-2,14911.0,EIRE
C568377,9/27/2019,20724,Red Retrospot Charlotte Bag,11.12,-1,14911.0,EIRE
C568377,9/27/2019,23292,Spaceboy Childrens Cup,11.53,-2,14911.0,EIRE
C567965,9/23/2019,23169,Classic Glass Cookie Jar,14.5,-1,14911.0,EIRE
C567345,9/19/2019,23174,Regency Sugar Bowl Green,14.5,-1,14911.0,EIRE
C566777,9/15/2019,22842,Biscuit Tin Vintage Red,17.17,-1,14911.0,EIRE
C566777,9/15/2019,22840,Round Cake Tin Vintage Red,18.4,-1,14911.0,EIRE
C566751,9/14/2019,20914,Set/5 Red Retrospot Lid Glass Bowls,13.27,-1,14911.0,EIRE
C566751,9/14/2019,22197,Popcorn Holder,11.12,-4,14911.0,EIRE
C566751,9/14/2019,22796,Photo Frame 3 Classic Hanging,20.45,-2,14911.0,EIRE
C566753,9/14/2019,22796,Photo Frame 3 Classic Hanging,20.45,-1,14911.0,EIRE
C566165,9/9/2019,22423,Regency Cakestand 3 Tier,23.32,-1,14911.0,EIRE
C566088,9/9/2019,23245,Set Of 3 Regency Cake Tins,15.32,-1,14911.0,EIRE
C566088,9/9/2019,20914,Set/5 Red Retrospot Lid Glass Bowls,13.27,-3,14911.0,EIRE
C566165,9/9/2019,23110,Parisienne Key Cabinet,16.14,-2,14911.0,EIRE
C566165,9/9/2019,20914,Set/5 Red Retrospot Lid Glass Bowls,13.27,-4,14911.0,EIRE
C566165,9/9/2019,22796,Photo Frame 3 Classic Hanging,20.45,-4,14911.0,EIRE
C565582,9/5/2019,20725,Lunch Bag Red Retrospot,5.87,-100,14156.0,EIRE
C564748,8/30/2019,23155,Knickerbockerglory Magnet Assorted,11.1,-6,14911.0,EIRE
C564748,8/30/2019,23211,Red Rocking Horse Hand Painted,11.53,-24,14911.0,EIRE
C564748,8/30/2019,23210,White Rocking Horse Hand Painted,11.53,-24,14911.0,EIRE
C564748,8/30/2019,22978,Pantry Rolling Pin,14.09,-5,14911.0,EIRE
C564748,8/30/2019,21672,White Spot Red Ceramic Drawer Knob,11.53,-24,14911.0,EIRE
C564759,8/30/2019,22843,Biscuit Tin Vintage Green,17.17,-1,14911.0,EIRE
C564759,8/30/2019,21471,Strawberry Raffia Food Cover,14.09,-2,14911.0,EIRE
C564759,8/30/2019,22960,Jam Making Set With Jars,14.61,-1,14911.0,EIRE
C563600,8/18/2019,22423,Regency Cakestand 3 Tier,23.32,-1,14911.0,EIRE
C563600,8/18/2019,84818,Danish Rose Photo Frame,11.06,-18,14911.0,EIRE
C563600,8/18/2019,21218,Red Spotty Biscuit Tin,14.09,-1,14911.0,EIRE
C563600,8/18/2019,22608,Pens Assorted Funky Jeweled,10.44,-7,14911.0,EIRE
C563600,8/18/2019,22625,Red Kitchen Scales,18.96,-1,14911.0,EIRE
C563600,8/18/2019,23243,Set Of Tea Coffee Sugar Tins Pantry,15.32,-1,14911.0,EIRE
C563600,8/18/2019,84880,White Wire Egg Holder,17.94,-1,14911.0,EIRE
C563600,8/18/2019,22627,Mint Kitchen Scales,18.96,-1,14911.0,EIRE
C563600,8/18/2019,22301,Coffee Mug Cat + Bird Design,12.86,-1,14911.0,EIRE
C563600,8/18/2019,22182,Cake Stand Victorian Filigree Small,15.32,-2,14911.0,EIRE
C563600,8/18/2019,21584,Retrospot Small Tube Matches,11.94,-1,14911.0,EIRE
C563600,8/18/2019,21845,Dairy Maid Stripe Mug,11.06,-8,14911.0,EIRE
C563375,8/16/2019,23073,Georgian Trinket Box,23.06,-1,14911.0,EIRE
C563375,8/16/2019,23149,Antique Ivory Wire Bowl Small,12.8,-6,14911.0,EIRE
C563375,8/16/2019,22989,Set 2 Pantry Design Tea Towels,13.58,-6,14911.0,EIRE
C563375,8/16/2019,22193,Red Diner Wall Clock,18.96,-2,14911.0,EIRE
C562375,8/4/2019,23314,Vintage Christmas Tablecloth,23.06,-4,14911.0,EIRE
C562375,8/4/2019,22423,Regency Cakestand 3 Tier,21.47,-32,14911.0,EIRE
C562375,8/4/2019,23318,Box Of 6 Mini Vintage Crackers,12.38,-96,14911.0,EIRE
C562375,8/4/2019,23315,Ivory Refectory Clock,18.6,-12,14911.0,EIRE
C562375,8/4/2019,23307,Set Of 60 Pantry Design Cake Cases,10.81,-24,14911.0,EIRE
C562375,8/4/2019,23175,Regency Milk Jug Pink,13.07,-48,14911.0,EIRE
C562375,8/4/2019,23174,Regency Sugar Bowl Green,14.09,-48,14911.0,EIRE
C562375,8/4/2019,23173,Regency Teapot Roses,18.6,-24,14911.0,EIRE
C562375,8/4/2019,23172,Regency Tea Plate Pink,11.74,-48,14911.0,EIRE
C562375,8/4/2019,23171,Regency Tea Plate Green,11.74,-48,14911.0,EIRE
C562375,8/4/2019,23170,Regency Tea Plate Roses,11.74,-48,14911.0,EIRE
C562375,8/4/2019,23169,Classic Glass Cookie Jar,14.5,-6,14911.0,EIRE
C562375,8/4/2019,23166,Medium Ceramic Top Storage Jar,11.53,-12,14911.0,EIRE
C562375,8/4/2019,23163,Regency Sugar Tongs,12.38,-48,14911.0,EIRE
C562375,8/4/2019,23157,Set Of 6 Nativity Magnets,12.15,-240,14911.0,EIRE
C562375,8/4/2019,22980,Pantry Scrubbing Brush,11.74,-48,14911.0,EIRE
C562375,8/4/2019,22979,Pantry Washing Up Brush,11.53,-72,14911.0,EIRE
C562375,8/4/2019,22978,Pantry Rolling Pin,13.72,-24,14911.0,EIRE
C562375,8/4/2019,22952,60 Cake Cases Vintage Christmas,10.68,-240,14911.0,EIRE
C562375,8/4/2019,22950,36 Doilies Vintage Christmas,11.53,-288,14911.0,EIRE
C562375,8/4/2019,22945,Christmas Metal Tags Assorted,10.99,-144,14911.0,EIRE
C562375,8/4/2019,22910,Paper Chain Kit Vintage Christmas,12.86,-200,14911.0,EIRE
C562375,8/4/2019,22909,Set Of 20 Vintage Christmas Napkins,10.99,-192,14911.0,EIRE
C562375,8/4/2019,22907,Pack Of 20 Napkins Pantry Design,11.12,-12,14911.0,EIRE
C562375,8/4/2019,22699,Roses Regency Teacup And Saucer,12.86,-48,14911.0,EIRE
C562375,8/4/2019,22698,Pink Regency Teacup And Saucer,12.86,-48,14911.0,EIRE
C562375,8/4/2019,22697,Green Regency Teacup And Saucer,12.86,-48,14911.0,EIRE
C562375,8/4/2019,22193,Red Diner Wall Clock,18.09,-12,14911.0,EIRE
C562375,8/4/2019,22192,Blue Diner Wall Clock,18.09,-12,14911.0,EIRE
C562375,8/4/2019,22086,Paper Chain Kit 50'S Christmas,12.86,-120,14911.0,EIRE
C562375,8/4/2019,21977,Pack Of 60 Pink Paisley Cake Cases,10.81,-24,14911.0,EIRE
C560563,7/19/2019,23174,Regency Sugar Bowl Green,14.5,-2,14911.0,EIRE
C560563,7/19/2019,23173,Regency Teapot Roses,20.45,-1,14911.0,EIRE
C559500,7/8/2019,21735,Two Door Curio Cabinet,23.32,-1,14016.0,EIRE
C557874,6/23/2019,22961,Jam Making Set Printed,11.74,-1,14911.0,EIRE
C557879,6/23/2019,22960,Jam Making Set With Jars,14.61,-1,14911.0,EIRE
C555274,6/1/2019,23112,Parisienne Curio Cabinet,17.94,-1,14911.0,EIRE
C554790,5/26/2019,22961,Jam Making Set Printed,11.74,-4,14911.0,EIRE
C554539,5/24/2019,23111,Parisienne Sewing Box,23.06,-1,14911.0,EIRE
C554539,5/24/2019,85159B,White Tea Coffee Sugar Jars,12.25,-4,14911.0,EIRE
C553516,5/17/2019,21658,Glass Beurre Dish,14.3,-1,14911.0,EIRE
C553532,5/17/2019,90076,Montana Diamond Cluster Earrings,12.86,-1,14911.0,EIRE
C553532,5/17/2019,23158,Set Of 5 Lucky Cat Magnets,12.38,-12,14911.0,EIRE
C553516,5/17/2019,22776,Sweetheart 3 Tier Cake Stand,20.45,-2,14911.0,EIRE
C551999,5/5/2019,22767,Triple Photo Frame Cornice,20.45,-1,14911.0,EIRE
C547858,3/27/2019,22797,Chest Of Drawers Gingham Heart,27.62,-1,14911.0,EIRE
C547858,3/27/2019,23178,Jam Clock Magnet,13.21,-1,14911.0,EIRE
C547858,3/27/2019,22720,Set Of 3 Cake Tins Pantry Design,15.32,-1,14911.0,EIRE
C546893,3/17/2019,22502,Picnic Basket Wicker Small,15.32,-1,14156.0,EIRE
C545033,2/25/2019,22838,3 Tier Cake Tin Red And Cream,23.32,-96,14156.0,EIRE
C545033,2/25/2019,22936,Baking Mould Rose White Chocolate,13.07,-72,14156.0,EIRE
C545033,2/25/2019,22935,Baking Mould Rose Milk Chocolate,13.07,-72,14156.0,EIRE
C545033,2/25/2019,22699,Roses Regency Teacup And Saucer,12.86,-120,14156.0,EIRE
C545033,2/25/2019,22630,Dolly Girl Lunch Box,11.94,-192,14156.0,EIRE
C545033,2/25/2019,22363,Glass Jar Marmalade,12.86,-120,14156.0,EIRE
C543442,2/8/2019,22797,Chest Of Drawers Gingham Heart,27.62,-1,14911.0,EIRE
C543442,2/8/2019,84625A,Pink New Baroquecandlestick Candle,13.27,-3,14911.0,EIRE
C541787,1/21/2019,84816,Danish Rose Bedside Cabinet,51.2,-1,12829.0,EIRE
C540164,1/5/2019,85049A,Traditional Christmas Ribbons,11.53,-12,14911.0,EIRE
C540164,1/5/2019,84508B,Stripes Design Teddy,12.86,-6,14911.0,EIRE
C540164,1/5/2019,72815,3 Wick Christmas Briar Candle,14.09,-4,14911.0,EIRE
C540164,1/5/2019,22034,Robin Christmas Card,10.68,-12,14911.0,EIRE
C540164,1/5/2019,21144,Pink Poodle Hanging Decoration,10.64,-12,14911.0,EIRE
C540164,1/5/2019,21412,Vintage Gold Tinsel Reel,10.68,-6,14911.0,EIRE
C540164,1/5/2019,21351,Cinammon & Orange Wreath,17.17,-2,14911.0,EIRE
C540164,1/5/2019,20914,Set/5 Red Retrospot Lid Glass Bowls,13.27,-6,14911.0,EIRE
C540164,1/5/2019,84347,Rotating Silver Angels T-Light Hldr,12.86,-6,14911.0,EIRE
C540164,1/5/2019,72741,Grand Chocolatecandle,11.74,-9,14911.0,EIRE
C540164,1/5/2019,35400,Wooden Box Advent Calendar,19.42,-2,14911.0,EIRE
C540164,1/5/2019,22939,Adult Apron Apple Delight,15.32,-2,14911.0,EIRE
C540164,1/5/2019,22897,Oven Mitt Apples Design,11.74,-10,14911.0,EIRE
C540164,1/5/2019,22246,Magic Garden Felt Garland,12.25,-12,14911.0,EIRE
C539603,12/20/2018,22769,Chalkboard Kitchen Organiser,35.82,-2,14911.0,EIRE
C539576,12/20/2018,85123A,Cream Hanging Heart T-Light Holder,13.27,-24,14911.0,EIRE
C539576,12/20/2018,84032B,Charlie + Lola Red Hot Water Bottle,13.27,-24,14911.0,EIRE
C539576,12/20/2018,84032A,Charlie+Lola Pink Hot Water Bottle,13.27,-24,14911.0,EIRE
C539576,12/20/2018,72818,Christmas Decoupage Candle,10.99,-36,14911.0,EIRE
C539576,12/20/2018,72817,Set Of 2 Christmas Decoupage Candle,11.53,-24,14911.0,EIRE
C539576,12/20/2018,72816,Set/3 Christmas Decoupage Candles,11.53,-24,14911.0,EIRE
C539576,12/20/2018,47559B,Tea Time Oven Glove,11.53,-20,14911.0,EIRE
C539576,12/20/2018,35957,Smallfolkart Bauble Christmas Dec,10.44,-96,14911.0,EIRE
C539576,12/20/2018,22939,Adult Apron Apple Delight,15.32,-12,14911.0,EIRE
C539576,12/20/2018,22897,Oven Mitt Apples Design,11.74,-10,14911.0,EIRE
C539576,12/20/2018,22896,Peg Bag Apples Design,12.86,-12,14911.0,EIRE
C539576,12/20/2018,22795,Sweetheart Recipe Book Stand,17.17,-10,14911.0,EIRE
C539576,12/20/2018,21411,Gingham Heart Doorstop Red,14.61,-6,14911.0,EIRE
C539576,12/20/2018,21155,Red Retrospot Peg Bag,12.4,-12,14911.0,EIRE
C539576,12/20/2018,20679,Edwardian Parasol Red,16.35,-6,14911.0,EIRE
C539576,12/20/2018,15056P,Edwardian Parasol Pink,16.35,-6,14911.0,EIRE
C539576,12/20/2018,15056N,Edwardian Parasol Natural,16.35,-6,14911.0,EIRE
C539603,12/20/2018,22198,Large Popcorn Holder,11.94,-1,14911.0,EIRE
C539603,12/20/2018,22197,Popcorn Holder,11.12,-2,14911.0,EIRE
C539221,12/16/2018,90185B,Amethyst Diamante Expandable Ring,14.61,-3,14911.0,EIRE
C539221,12/16/2018,90185C,Black Diamante Expandable Ring,14.61,-4,14911.0,EIRE
C539221,12/16/2018,22592,Cardholder Holly Wreath Metal,14.09,-1,14911.0,EIRE
C539221,12/16/2018,22941,Christmas Lights 10 Reindeer,18.96,-12,14911.0,EIRE
C539221,12/16/2018,22942,Christmas Lights 10 Santas,18.96,-10,14911.0,EIRE
C536817,12/2/2018,22187,Green Christmas Tree Card Holder,14.61,-1,14156.0,EIRE
C536817,12/2/2018,71477,Coloured Glass Star T-Light Holder,13.58,-1,14156.0,EIRE
